=== EXISTING 354 PRODUCTS RECONCILIATION ===
PRICE FIX NEEDED: yq-754 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-1655 | current=24100 | Yaqoot orig=30000 sale=24300 -> Luminous=29800
PRICE FIX NEEDED: yq-1753 | current=5800 | Yaqoot orig=8000 sale=6000 -> Luminous=7800
PRICE FIX NEEDED: yq-2051 | current=11000 | Yaqoot orig=16000 sale=11200 -> Luminous=15800
PRICE FIX NEEDED: yq-2067 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2084 | current=9160 | Yaqoot orig=12000 sale=9360 -> Luminous=11800
PRICE FIX NEEDED: yq-2104 | current=6200 | Yaqoot orig=8000 sale=6400 -> Luminous=7800
PRICE FIX NEEDED: yq-2201 | current=8560 | Yaqoot orig=12000 sale=8760 -> Luminous=11800
PRICE FIX NEEDED: yq-2208 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2214 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2219 | current=11000 | Yaqoot orig=16000 sale=11200 -> Luminous=15800
PRICE FIX NEEDED: yq-2220 | current=11000 | Yaqoot orig=16000 sale=11200 -> Luminous=15800
PRICE FIX NEEDED: yq-2247 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2336 | current=18500 | Yaqoot orig=22000 sale=18700 -> Luminous=21800
PRICE FIX NEEDED: yq-2337 | current=18500 | Yaqoot orig=22000 sale=18700 -> Luminous=21800
PRICE FIX NEEDED: yq-2380 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2397 | current=3320 | Yaqoot orig=4000 sale=3520 -> Luminous=3800
PRICE FIX NEEDED: yq-2470 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2487 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2500 | current=7800 | Yaqoot orig=10000 sale=8000 -> Luminous=9800
PRICE FIX NEEDED: yq-2593 | current=2600 | Yaqoot orig=4000 sale=2800 -> Luminous=3800
PRICE FIX NEEDED: yq-2603 | current=5800 | Yaqoot orig=8000 sale=6000 -> Luminous=7800
PRICE FIX NEEDED: yq-2604 | current=6300 | Yaqoot orig=10000 sale=6500 -> Luminous=9800
PRICE FIX NEEDED: yq-2632 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2642 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2678 | current=11000 | Yaqoot orig=14000 sale=11200 -> Luminous=13800
PRICE FIX NEEDED: yq-2684 | current=6700 | Yaqoot orig=10000 sale=6900 -> Luminous=9800
PRICE FIX NEEDED: yq-2685 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2707 | current=8200 | Yaqoot orig=12000 sale=8400 -> Luminous=11800
PRICE FIX NEEDED: yq-2788 | current=5720 | Yaqoot orig=8000 sale=5920 -> Luminous=7800
PRICE FIX NEEDED: yq-460 | current=7800 | Yaqoot orig=10000 sale=8000 -> Luminous=9800
PRICE FIX NEEDED: yq-526 | current=10000 | Yaqoot orig=12000 sale=10200 -> Luminous=11800
PRICE FIX NEEDED: yq-990 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-1017 | current=7795 | Yaqoot orig=12300 sale=7995 -> Luminous=12100
PRICE FIX NEEDED: yq-1044 | current=11000 | Yaqoot orig=14000 sale=11200 -> Luminous=13800
PRICE FIX NEEDED: yq-1074 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-1115 | current=4000 | Yaqoot orig=5000 sale=4200 -> Luminous=4800
PRICE FIX NEEDED: yq-1399 | current=3600 | Yaqoot orig=5000 sale=3800 -> Luminous=4800
PRICE FIX NEEDED: yq-2037 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2038 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2039 | current=9160 | Yaqoot orig=12000 sale=9360 -> Luminous=11800
PRICE FIX NEEDED: yq-2040 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2041 | current=2800 | Yaqoot orig=4000 sale=3000 -> Luminous=3800
PRICE FIX NEEDED: yq-2044 | current=4700 | Yaqoot orig=7000 sale=4900 -> Luminous=6800
PRICE FIX NEEDED: yq-2307 | current=2760 | Yaqoot orig=4000 sale=2960 -> Luminous=3800
PRICE FIX NEEDED: yq-2311 | current=2200 | Yaqoot orig=3000 sale=2400 -> Luminous=2800
PRICE FIX NEEDED: yq-2348 | current=760 | Yaqoot orig=1200 sale=960 -> Luminous=1000
PRICE FIX NEEDED: yq-2467 | current=3300 | Yaqoot orig=5000 sale=3500 -> Luminous=4800
PRICE FIX NEEDED: yq-2473 | current=5300 | Yaqoot orig=11000 sale=5500 -> Luminous=10800
PRICE FIX NEEDED: yq-2501 | current=10000 | Yaqoot orig=12000 sale=10200 -> Luminous=11800
PRICE FIX NEEDED: yq-2595 | current=3400 | Yaqoot orig=6000 sale=3600 -> Luminous=5800
PRICE FIX NEEDED: yq-2602 | current=5300 | Yaqoot orig=10000 sale=5500 -> Luminous=9800
PRICE FIX NEEDED: yq-2606 | current=5800 | Yaqoot orig=8000 sale=6000 -> Luminous=7800
PRICE FIX NEEDED: yq-2612 | current=28600 | Yaqoot orig=36000 sale=28800 -> Luminous=35800
PRICE FIX NEEDED: yq-2630 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2634 | current=5800 | Yaqoot orig=10000 sale=6000 -> Luminous=9800
PRICE FIX NEEDED: yq-2677 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2681 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2689 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2705 | current=5800 | Yaqoot orig=10000 sale=6000 -> Luminous=9800
PRICE FIX NEEDED: yq-2708 | current=8200 | Yaqoot orig=12000 sale=8400 -> Luminous=11800
PRICE FIX NEEDED: yq-2711 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2712 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2787 | current=11000 | Yaqoot orig=14000 sale=11200 -> Luminous=13800
PRICE FIX NEEDED: yq-2789 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2795 | current=7800 | Yaqoot orig=10000 sale=8000 -> Luminous=9800
PRICE FIX NEEDED: yq-1660 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-1901 | current=20800 | Yaqoot orig=30000 sale=21000 -> Luminous=29800
PRICE FIX NEEDED: yq-2097 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2103 | current=5560 | Yaqoot orig=8000 sale=5760 -> Luminous=7800
PRICE FIX NEEDED: yq-2163 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2225 | current=7720 | Yaqoot orig=12000 sale=7920 -> Luminous=11800
PRICE FIX NEEDED: yq-2643 | current=20800 | Yaqoot orig=30000 sale=21000 -> Luminous=29800
PRICE FIX NEEDED: yq-2644 | current=20800 | Yaqoot orig=30000 sale=21000 -> Luminous=29800
PRICE FIX NEEDED: yq-2679 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2683 | current=2600 | Yaqoot orig=4000 sale=2800 -> Luminous=3800
PRICE FIX NEEDED: yq-2686 | current=2800 | Yaqoot orig=4000 sale=3000 -> Luminous=3800
PRICE FIX NEEDED: yq-2775 | current=10000 | Yaqoot orig=12000 sale=10200 -> Luminous=11800
PRICE FIX NEEDED: yq-2791 | current=2760 | Yaqoot orig=4000 sale=2960 -> Luminous=3800
PRICE FIX NEEDED: yq-2794 | current=2600 | Yaqoot orig=4000 sale=2800 -> Luminous=3800
PRICE FIX NEEDED: yq-441 | current=7800 | Yaqoot orig=10000 sale=8000 -> Luminous=9800
PRICE FIX NEEDED: yq-2244 | current=11000 | Yaqoot orig=16000 sale=11200 -> Luminous=15800
PRICE FIX NEEDED: yq-2351 | current=8560 | Yaqoot orig=12000 sale=8760 -> Luminous=11800
PRICE FIX NEEDED: yq-2352 | current=8560 | Yaqoot orig=12000 sale=8760 -> Luminous=11800
PRICE FIX NEEDED: yq-2358 | current=8560 | Yaqoot orig=12000 sale=8760 -> Luminous=11800
PRICE FIX NEEDED: yq-1457 | current=5720 | Yaqoot orig=8000 sale=5920 -> Luminous=7800
PRICE FIX NEEDED: yq-2387 | current=1200 | Yaqoot orig=2000 sale=1400 -> Luminous=1800
PRICE FIX NEEDED: yq-2388 | current=1200 | Yaqoot orig=2000 sale=1400 -> Luminous=1800
PRICE FIX NEEDED: yq-2389 | current=1200 | Yaqoot orig=2000 sale=1400 -> Luminous=1800
PRICE FIX NEEDED: yq-2418 | current=2050 | Yaqoot orig=3000 sale=2250 -> Luminous=2800
PRICE FIX NEEDED: yq-2609 | current=1550 | Yaqoot orig=2500 sale=1750 -> Luminous=2300
PRICE FIX NEEDED: yq-2649 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2650 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2651 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2759 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2797 | current=2050 | Yaqoot orig=3000 sale=2250 -> Luminous=2800
PRICE FIX NEEDED: yq-748 | current=2720 | Yaqoot orig=4000 sale=2920 -> Luminous=3800
PRICE FIX NEEDED: yq-1294 | current=780 | Yaqoot orig=2000 sale=980 -> Luminous=1800
PRICE FIX NEEDED: yq-1807 | current=780 | Yaqoot orig=2000 sale=980 -> Luminous=1800
PRICE FIX NEEDED: yq-1812 | current=780 | Yaqoot orig=2000 sale=980 -> Luminous=1800
PRICE FIX NEEDED: yq-2203 | current=1550 | Yaqoot orig=2500 sale=1750 -> Luminous=2300
PRICE FIX NEEDED: yq-2340 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2411 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2510 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2526 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2535 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2536 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2594 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-2675 | current=1750 | Yaqoot orig=3000 sale=1950 -> Luminous=2800
PRICE FIX NEEDED: yq-2676 | current=1750 | Yaqoot orig=3000 sale=1950 -> Luminous=2800
PRICE FIX NEEDED: yq-2690 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2764 | current=2200 | Yaqoot orig=4000 sale=2400 -> Luminous=3800
PRICE FIX NEEDED: yq-821 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-823 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-972 | current=8680 | Yaqoot orig=12000 sale=8880 -> Luminous=11800
PRICE FIX NEEDED: yq-1093 | current=1300 | Yaqoot orig=3000 sale=1500 -> Luminous=2800
PRICE FIX NEEDED: yq-2687 | current=11000 | Yaqoot orig=14000 sale=11200 -> Luminous=13800
PRICE FIX NEEDED: yq-1784 | current=3700 | Yaqoot orig=6000 sale=3900 -> Luminous=5800
PRICE FIX NEEDED: yq-2527 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2529 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2531 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2539 | current=8770 | Yaqoot orig=11500 sale=8970 -> Luminous=11300
PRICE FIX NEEDED: yq-2555 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2556 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2610 | current=3760 | Yaqoot orig=6000 sale=3960 -> Luminous=5800
PRICE FIX NEEDED: yq-2778 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2783 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-1402 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2757 | current=6800 | Yaqoot orig=10000 sale=7000 -> Luminous=9800
PRICE FIX NEEDED: yq-2784 | current=3000 | Yaqoot orig=4000 sale=3200 -> Luminous=3800
PRICE FIX NEEDED: yq-2400 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2519 | current=5400 | Yaqoot orig=7000 sale=5600 -> Luminous=6800
PRICE FIX NEEDED: yq-2605 | current=5800 | Yaqoot orig=8000 sale=6000 -> Luminous=7800
PRICE FIX NEEDED: yq-2633 | current=1300 | Yaqoot orig=2000 sale=1500 -> Luminous=1800
PRICE FIX NEEDED: yq-2785 | current=3300 | Yaqoot orig=5000 sale=3500 -> Luminous=4800
PRICE FIX NEEDED: yq-1775 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1776 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1899 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-2237 | current=1600 | Yaqoot orig=3000 sale=1800 -> Luminous=2800
PRICE FIX NEEDED: yq-2260 | current=1550 | Yaqoot orig=2500 sale=1750 -> Luminous=2300
PRICE FIX NEEDED: yq-2600 | current=6800 | Yaqoot orig=10000 sale=7000 -> Luminous=9800
PRICE FIX NEEDED: yq-2607 | current=2600 | Yaqoot orig=3500 sale=2800 -> Luminous=3300
PRICE FIX NEEDED: yq-2702 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-2703 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1067 | current=8700 | Yaqoot orig=10000 sale=8900 -> Luminous=9800
PRICE FIX NEEDED: yq-1617 | current=11800 | Yaqoot orig=16000 sale=12000 -> Luminous=15800
PRICE FIX NEEDED: yq-2075 | current=6800 | Yaqoot orig=10000 sale=7000 -> Luminous=9800
PRICE FIX NEEDED: yq-2414 | current=3550 | Yaqoot orig=5000 sale=3750 -> Luminous=4800
PRICE FIX NEEDED: yq-2415 | current=1000 | Yaqoot orig=1500 sale=1200 -> Luminous=1300
PRICE FIX NEEDED: yq-2416 | current=2350 | Yaqoot orig=3000 sale=2550 -> Luminous=2800
PRICE FIX NEEDED: yq-2485 | current=10360 | Yaqoot orig=12000 sale=10560 -> Luminous=11800
PRICE FIX NEEDED: yq-2611 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2647 | current=3800 | Yaqoot orig=5000 sale=4000 -> Luminous=4800
PRICE FIX NEEDED: yq-2648 | current=3800 | Yaqoot orig=5000 sale=4000 -> Luminous=4800
PRICE FIX NEEDED: yq-2688 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2701 | current=3000 | Yaqoot orig=4000 sale=3200 -> Luminous=3800
PRICE FIX NEEDED: yq-2709 | current=3150 | Yaqoot orig=5000 sale=3350 -> Luminous=4800
PRICE FIX NEEDED: yq-1487 | current=3550 | Yaqoot orig=5000 sale=3750 -> Luminous=4800
PRICE FIX NEEDED: yq-1488 | current=6200 | Yaqoot orig=8000 sale=6400 -> Luminous=7800
PRICE FIX NEEDED: yq-1640 | current=4560 | Yaqoot orig=7000 sale=4760 -> Luminous=6800
PRICE FIX NEEDED: yq-1734 | current=3760 | Yaqoot orig=6000 sale=3960 -> Luminous=5800
PRICE FIX NEEDED: yq-2146 | current=1600 | Yaqoot orig=3000 sale=1800 -> Luminous=2800
PRICE FIX NEEDED: yq-2403 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2404 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2405 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2406 | current=4540 | Yaqoot orig=6000 sale=4740 -> Luminous=5800
PRICE FIX NEEDED: yq-2652 | current=3300 | Yaqoot orig=5000 sale=3500 -> Luminous=4800
PRICE FIX NEEDED: yq-2767 | current=2500 | Yaqoot orig=3000 sale=2700 -> Luminous=2800
PRICE FIX NEEDED: yq-2312 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2313 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2315 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2316 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2320 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2323 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2325 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2328 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2329 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2331 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2332 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2447 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-2448 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-2449 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-2450 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-2460 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2461 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2462 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2463 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2464 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2465 | current=6550 | Yaqoot orig=9000 sale=6750 -> Luminous=8800
PRICE FIX NEEDED: yq-2489 | current=13400 | Yaqoot orig=16000 sale=13600 -> Luminous=15800
PRICE FIX NEEDED: yq-2490 | current=14200 | Yaqoot orig=18000 sale=14400 -> Luminous=17800
PRICE FIX NEEDED: yq-2573 | current=6550 | Yaqoot orig=9000 sale=6750 -> Luminous=8800
PRICE FIX NEEDED: yq-2574 | current=6550 | Yaqoot orig=9000 sale=6750 -> Luminous=8800
PRICE FIX NEEDED: yq-2576 | current=4900 | Yaqoot orig=6000 sale=5100 -> Luminous=5800
PRICE FIX NEEDED: yq-2635 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2714 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2715 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2716 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-2725 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2726 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-2730 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2731 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2732 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-2769 | current=5000 | Yaqoot orig=8000 sale=5200 -> Luminous=7800
PRICE FIX NEEDED: yq-2770 | current=5000 | Yaqoot orig=8000 sale=5200 -> Luminous=7800
PRICE FIX NEEDED: yq-2771 | current=5000 | Yaqoot orig=8000 sale=5200 -> Luminous=7800
PRICE FIX NEEDED: yq-2772 | current=5000 | Yaqoot orig=8000 sale=5200 -> Luminous=7800
PRICE FIX NEEDED: yq-216 | current=4525 | Yaqoot orig=5250 sale=4725 -> Luminous=5050
PRICE FIX NEEDED: yq-224 | current=2000 | Yaqoot orig=4000 sale=2200 -> Luminous=3800
PRICE FIX NEEDED: yq-228 | current=4560 | Yaqoot orig=7000 sale=4760 -> Luminous=6800
PRICE FIX NEEDED: yq-230 | current=2000 | Yaqoot orig=4000 sale=2200 -> Luminous=3800
PRICE FIX NEEDED: yq-231 | current=1775 | Yaqoot orig=2500 sale=1975 -> Luminous=2300
PRICE FIX NEEDED: yq-560 | current=4560 | Yaqoot orig=7000 sale=4760 -> Luminous=6800
PRICE FIX NEEDED: yq-1524 | current=4700 | Yaqoot orig=7000 sale=4900 -> Luminous=6800
PRICE FIX NEEDED: yq-2308 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2322 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2333 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2334 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2441 | current=3000 | Yaqoot orig=4000 sale=3200 -> Luminous=3800
PRICE FIX NEEDED: yq-2516 | current=2800 | Yaqoot orig=5000 sale=3000 -> Luminous=4800
PRICE FIX NEEDED: yq-2517 | current=2800 | Yaqoot orig=5000 sale=3000 -> Luminous=4800
PRICE FIX NEEDED: yq-2518 | current=2800 | Yaqoot orig=5000 sale=3000 -> Luminous=4800
PRICE FIX NEEDED: yq-2645 | current=2800 | Yaqoot orig=5000 sale=3000 -> Luminous=4800
PRICE FIX NEEDED: yq-2646 | current=2800 | Yaqoot orig=5000 sale=3000 -> Luminous=4800
PRICE FIX NEEDED: yq-2752 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2753 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
